AccountID,Territory,Country,CustomerTenure,PhoneModel,RepeatCustomer,Promotion,CurrentPeriodUsage,PriorPeriodUsage,BaseFee,AdditionalFeatureSpend,NumberOfPenalties,CustomerServiceRating,CustomerServiceCalls,DaysSinceCSContact,PlanType,Cancelled
ci46760,RI,USA,129,,no,yes,128.3,161.9,36.64,14,2,8.8,5,77,Purple Plan,
ci62329,VT,USA,136,,no,yes,191.4,262,37.89,22,0,10.8,4,80,Green Plan,
ci82281,NC,USA,84,Galaxy,no,no,167.9,192.4,28.32,16,1,7.7,6,91,Blue Plan,
ci92387,SC,USA,45,Galaxy,no,no,200.7,141.9,34.56,12,0,8.5,6,87,Purple Plan,
ci92912,MS,USA,124,,no,yes,225.7,146.6,31.88,12,4,6.4,6,103,Red Plan,
cj21861,NV,USA,117,,no,no,224.5,115.2,29.14,10,3,17,4,128,Purple Plan,
cj24366,SD,USA,81,iPhone,no,no,183.4,172,31.37,15,3,13.7,3,103,Blue Plan,
cj35180,OH,USA,135,,no,no,180.6,182.4,30.82,16,0,6.7,2,108,Purple Plan,
cj44180,NH,USA,113,,no,no,153.2,78.9,43.23,7,2,11.8,2,104,Purple Plan,
cj60451,MD,USA,86,Galaxy,no,yes,180.5,177,33.68,15,1,6.8,6,86,Purple Plan,
cj69272,AL,USA,123,,no,yes,152.9,247.8,52.36,21,1,7.4,3,128,Purple Plan,
cj94006,UT,USA,106,,no,no,225.1,161.4,43.88,14,1,11.7,5,106,Blue Plan,
cj94449,MT,USA,86,iPhone,no,no,146.4,210.2,16.41,18,1,12.5,3,133,Red Plan,
ck63238,MT,USA,97,,no,yes,157.4,196.3,19.99,17,1,6.4,3,126,Purple Plan,
ck69747,ID,USA,104,,no,yes,203.9,246.8,28.51,21,1,7.5,11,91,Blue Plan,
ck78956,SD,USA,118,,no,no,218.6,191,41.16,16,3,14.7,2,93,Red Plan,
ck87901,OH,USA,128,,no,yes,146.5,268.2,37.42,23,0,11.1,3,133,Purple Plan,
ck98497,TN,USA,124,,no,yes,317.8,261,31.76,22,0,15,5,69,Blue Plan,
cl14926,CA,USA,69,iPhone,no,no,207.5,129.2,32.49,11,0,12.9,1,113,Purple Plan,
cl49779,MN,USA,96,,no,no,201,260.7,25.36,22,1,8.1,2,116,Purple Plan,
cl54767,UT,USA,90,Galaxy,no,yes,344.3,152.1,39.59,13,1,10.7,6,94,Purple Plan,
cl89309,ME,USA,114,,no,no,144,191.4,31.52,16,2,10,11,119,Green Plan,
cm14597,NY,USA,102,,no,no,181.5,230.9,24.75,20,1,11.4,7,87,Purple Plan,
cm66843,SD,USA,108,,no,no,203.7,264.1,16.01,22,1,7.3,3,100,Red Plan,
cm79673,OR,USA,44,iPhone,no,no,233.7,214.5,43.59,18,3,7.9,1,105,Red Plan,
cm82489,CO,USA,87,Galaxy,no,yes,241.3,268.3,24.09,23,0,8.5,7,89,Purple Plan,
cn21163,WV,USA,112,,no,no,159.4,185.7,38.13,16,2,10,1,103,Green Plan,
cn42652,WI,USA,108,,no,no,196.1,171,26.59,15,2,8.6,4,116,Blue Plan,
cn43524,TN,USA,84,Galaxy,no,no,260.6,167.6,21.3,14,1,8.4,4,121,Purple Plan,
cn70932,LA,USA,107,,no,yes,225.7,217.2,28.99,18,6,13.6,5,77,Green Plan,
cn75306,SD,USA,73,iPhone,no,yes,239.3,194.8,24.19,17,1,16,6,79,Purple Plan,
cn90283,CO,USA,114,,no,yes,215.9,219.3,34.94,19,1,14,4,99,Blue Plan,
cn92393,FL,USA,98,,no,yes,196.3,192,48.26,16,1,10,4,109,Purple Plan,
co75119,SD,USA,92,,no,no,236.6,118.7,34.03,10,2,6,6,87,Green Plan,
co85816,WA,USA,109,,no,no,231.2,187.4,39.51,16,1,9.1,3,95,Green Plan,
cp66992,HI,USA,128,,no,yes,148.6,245.6,26.28,21,1,9.1,4,106,Purple Plan,
cp73284,TX,USA,133,,no,no,161.8,160.2,37.59,14,4,8.4,3,140,Purple Plan,
cp73966,SD,USA,88,Galaxy,no,no,262.1,283.4,27.81,24,0,8.6,9,93,Green Plan,
cp93213,GA,USA,108,,no,yes,205.1,188.9,34.02,16,0,15.5,4,122,Purple Plan,
cp98648,WV,USA,150,,no,yes,236,118,41.63,10,2,15.2,4,138,Purple Plan,
cq18074,NH,USA,117,,no,yes,161.3,175.1,30.24,15,1,11.5,4,70,Purple Plan,
cq57283,RI,USA,108,,no,no,297,350.5,28.97,30,0,11.2,3,68,Purple Plan,
cq67486,WY,USA,81,iPhone,no,yes,166.4,234.9,38.68,20,1,9,13,71,Purple Plan,
cq73278,IA,USA,78,iPhone,no,yes,76.5,189.6,31.65,16,2,9.6,3,83,Purple Plan,
cq73609,MI,USA,106,,no,no,203.9,182.2,38.57,15,0,11.6,2,77,Red Plan,
cq88893,IN,USA,98,,no,yes,244.8,176.1,10.98,15,2,0,0,86,Purple Plan,
cr12506,IA,USA,86,iPhone,no,no,187.5,190.8,36.86,16,0,11,9,114,Purple Plan,
cr21589,FL,USA,70,iPhone,no,no,194.2,200.1,35.21,17,1,12.4,2,115,Purple Plan,
cr46630,ID,USA,106,,no,no,202.7,178.6,37.59,15,1,7.4,3,48,Purple Plan,
cr46944,IA,USA,70,iPhone,no,no,203,307.2,20.52,26,4,13.1,6,76,Blue Plan,
cr70449,NM,USA,84,Galaxy,no,no,231.5,164.9,24.62,14,2,8.2,4,141,Purple Plan,
cs32330,MT,USA,35,Galaxy,no,yes,226.5,262.3,24.57,22,2,12,7,101,Purple Plan,
cs47278,TN,USA,115,,no,yes,224.3,185.9,26.03,16,6,10,1,59,Purple Plan,
cs57410,VT,USA,88,iPhone,no,no,208.9,140.3,38.45,12,0,6.4,2,114,Green Plan,
cs58706,GA,USA,105,,no,no,180.9,231.4,41.33,20,2,7.8,4,108,Purple Plan,
cs84017,VA,USA,136,,no,no,252.4,151.3,24.63,13,2,12.3,3,115,Green Plan,
ct13522,ME,USA,93,,no,no,168.2,184.5,38.98,16,2,8.8,3,111,Red Plan,
ct16406,IL,USA,106,,no,no,160.2,144.3,29.8,12,0,11.8,5,87,Purple Plan,
ct38421,UT,USA,84,iPhone,no,no,90.9,140.2,18.09,12,1,11.4,3,104,Red Plan,
ct42313,SD,USA,110,,no,no,202.6,200.5,31.94,17,2,10.2,11,101,Green Plan,
ct86466,UT,USA,79,Galaxy,no,no,169.4,235.3,26.38,20,1,8.7,4,123,Green Plan,
cu20487,ID,USA,112,,no,no,207.9,187.1,23.87,16,0,7.9,1,60,Green Plan,
cu22488,WI,USA,140,,no,yes,166.8,322.3,41.53,27,0,10.6,6,89,Purple Plan,
cu33686,OH,USA,112,,no,no,252.9,220,26.96,19,0,9.1,3,114,Green Plan,
cu34675,MD,USA,127,,no,no,255,253.4,13.29,22,1,18,3,108,Purple Plan,
cu35227,MS,USA,112,,no,no,188.3,199.5,43.61,17,3,7,5,90,Green Plan,
cu35686,CO,USA,100,,no,no,185.9,163.9,28.44,14,2,6.7,5,79,Green Plan,
cu79474,WV,USA,76,iPhone,no,yes,151.6,184.1,11.03,16,1,14.6,1,91,Blue Plan,
cu83934,NV,USA,72,Galaxy,no,no,210.6,154.3,24.02,13,1,8.2,5,95,Purple Plan,
cu85680,MD,USA,76,Galaxy,yes,no,235.8,147.4,18.12,13,2,9.6,8,89,Purple Plan,
cv31296,MD,USA,79,iPhone,no,yes,190.1,132.8,34.77,11,2,14.8,9,113,Purple Plan,
cv46424,WV,USA,104,,no,no,230.7,202.5,23.19,17,3,11.5,1,110,Purple Plan,
cv98503,MS,USA,99,,no,no,173.9,119.7,27.12,10,2,6.8,3,149,Purple Plan,
cw48529,AR,USA,95,,no,yes,158.6,256.3,42.09,22,2,10.8,6,150,Purple Plan,
cw58242,ND,USA,80,iPhone,no,no,188.2,197.4,29.82,17,2,9.7,2,127,Green Plan,
cw68185,VT,USA,115,,no,no,188.9,243.1,23.24,21,0,8.6,4,137,Blue Plan,
cw70229,VA,USA,86,Galaxy,no,yes,214.2,298.5,34.94,25,1,6.9,4,119,Blue Plan,
cw71727,UT,USA,117,,no,no,201.4,164.2,35.8,14,0,9.4,5,103,Green Plan,
cw86551,VT,USA,84,iPhone,no,no,215.5,157.3,22,13,0,13.3,3,89,Blue Plan,
cx15750,VA,USA,112,,no,no,282.8,190.2,31.64,16,2,11.4,6,66,Red Plan,
cx20089,ME,USA,102,,no,no,237.7,185.8,37.81,16,2,12,8,89,Purple Plan,
cx30239,HI,USA,124,,no,no,202.8,301.5,47.82,26,0,8.7,3,96,Blue Plan,
cx56536,CO,USA,129,,no,yes,181.2,75.3,33.73,6,3,5.8,3,77,Red Plan,
cx66001,AZ,USA,122,,no,yes,127.6,162.3,26.5,14,3,13.1,5,107,Blue Plan,
cx87082,WA,USA,91,,no,no,224.7,225.2,45.24,19,3,8.9,8,79,Red Plan,
cx95233,UT,USA,89,Galaxy,yes,no,206.1,303.8,24.7,26,0,8.9,4,93,Purple Plan,
cy29275,MA,USA,111,,no,no,204.8,287.4,29.56,24,1,9.1,7,105,Purple Plan,
cy65305,KS,USA,91,iPhone,no,no,184.3,183.9,41.31,16,0,15.3,6,77,Green Plan,
cy80852,NJ,USA,93,,no,no,309.1,197.7,40.27,17,2,11.4,7,113,Red Plan,
cz18069,OH,USA,62,Galaxy,no,yes,246.8,200.9,36.4,17,0,9.2,6,111,Purple Plan,
cz22827,AR,USA,56,iPhone,no,no,367.7,263,26.28,22,1,15.5,2,84,Purple Plan,
cz25699,ME,USA,129,,no,no,207.1,218.7,36.64,19,4,6.6,9,117,Purple Plan,
cz41575,MN,USA,75,Galaxy,no,yes,201.6,169.9,29.65,14,1,11,4,80,Purple Plan,
cz54787,TN,USA,89,Galaxy,no,yes,107.6,93.4,47.31,8,0,9.7,5,143,Purple Plan,
cz55701,NC,USA,87,iPhone,no,yes,192.7,147.7,53.35,13,3,10.1,7,103,Green Plan,
cz63541,RI,USA,104,,no,yes,263.4,278.7,20.33,24,2,5.9,2,88,Blue Plan,
cz64772,KY,USA,82,Galaxy,no,yes,187.5,197.4,17.9,17,2,8.6,6,109,Purple Plan,
cz71159,WI,USA,66,iPhone,no,no,77.9,160.6,47.77,14,1,0,0,108,Blue Plan,
cz98422,ID,USA,77,iPhone,no,no,178.5,165.3,14.59,14,3,9.2,4,110,Blue Plan,
da10304,NH,USA,95,,no,yes,250.2,118.6,32.18,10,2,12.5,4,113,Green Plan,
da25038,MI,USA,116,,no,no,216.5,167.4,32.54,14,3,14,5,99,Red Plan,
da34329,ID,USA,92,,no,no,210.1,142.6,16.46,12,2,10.9,5,103,Blue Plan,
da38160,RI,USA,118,,no,no,177.4,260.2,34.41,22,3,9.2,5,67,Red Plan,
db13420,WA,USA,91,iPhone,no,no,203.4,203.5,24.94,17,1,13.7,3,78,Purple Plan,
db49557,FL,USA,95,,no,yes,115.7,137.3,35.24,12,1,5.9,3,120,Purple Plan,
db73383,WI,USA,90,iPhone,yes,no,171,248.7,47.57,21,2,8.4,10,91,Red Plan,
db87941,MS,USA,131,,no,no,167.2,209.4,36.06,18,1,5.3,5,104,Blue Plan,
dc14462,OK,USA,89,Galaxy,yes,yes,167.7,107.1,26.54,9,0,14.7,3,114,Red Plan,
dc62843,PA,USA,75,Galaxy,no,no,73.7,219.5,17.36,19,0,9.8,5,97,Purple Plan,
dd45175,NY,USA,108,,no,no,177.7,132.2,44.88,11,3,10.6,8,75,Purple Plan,
dd53840,HI,USA,71,iPhone,no,yes,183.8,182.4,18.75,16,2,11,8,108,Green Plan,
dd58569,RI,USA,129,,no,no,233.3,242.2,37.55,21,0,6.4,5,108,Purple Plan,
dd63751,RI,USA,115,,no,no,169.8,168.5,41.09,14,2,11.1,2,133,Purple Plan,
dd63757,MS,USA,106,,yes,no,251.9,128.9,21.34,11,4,6.3,6,96,Blue Plan,
dd67699,TX,USA,108,,no,no,115.9,259.9,34.56,22,3,7.8,2,66,Blue Plan,
dd81915,OK,USA,103,,no,no,189.3,177.4,38.98,15,1,12,8,126,Purple Plan,
dd83598,DE,USA,59,Galaxy,yes,yes,216.3,215.9,30.79,18,0,16.9,4,116,Red Plan,
dd84707,PA,USA,107,,no,no,226,180.5,24.57,15,2,17,6,85,Purple Plan,
dd84826,IN,USA,94,,no,no,197.4,133.2,51.07,11,2,7.2,5,103,Purple Plan,
de11833,VA,USA,119,,no,no,170.6,205,29.17,17,0,13.8,4,107,Purple Plan,
de33297,MS,USA,96,,no,no,193.8,179.9,12.8,15,1,12.3,1,113,Purple Plan,
de61597,MI,USA,88,Galaxy,no,no,188.5,233.2,41.17,20,3,6.2,6,89,Purple Plan,
de68544,CA,USA,83,iPhone,no,yes,166.3,178.2,45.66,15,2,11.6,3,142,Blue Plan,
de81766,MI,USA,109,,no,no,206.7,237.6,23.36,20,3,14,11,49,Purple Plan,
de87110,IN,USA,119,,no,no,280.2,252.4,35.51,21,0,12.8,7,132,Purple Plan,
de95776,WV,USA,94,,yes,yes,236.7,163.1,40.21,14,2,12.2,3,94,Red Plan,
de99430,WV,USA,125,,no,no,214.7,243.8,28.63,21,1,11.1,2,89,Blue Plan,
df11085,MO,USA,115,,no,no,202,230.7,34.41,20,3,10.2,2,115,Purple Plan,
df19736,DC,USA,64,Galaxy,no,no,245.7,177,14.11,15,0,13,3,106,Purple Plan,
df22244,KY,USA,121,,no,no,175.1,253.2,16.13,22,2,14.2,2,83,Purple Plan,
df40752,CA,USA,132,,no,yes,345.8,146.7,27.81,12,3,13.1,3,113,Green Plan,
df47780,UT,USA,80,iPhone,no,no,246,138.5,32.52,12,2,6.4,3,94,Blue Plan,
df49475,WV,USA,94,,no,yes,215.6,178,31.71,15,2,12.1,4,106,Green Plan,
df53358,AK,USA,90,iPhone,no,no,204.4,233.3,17.02,20,3,11.1,8,93,Purple Plan,
df59947,CO,USA,113,,no,no,229.8,239.6,31.09,20,2,5.5,4,85,Green Plan,
dg17358,HI,USA,81,iPhone,no,no,168.9,231,10.69,20,1,8.5,5,64,Blue Plan,
dg28259,GA,USA,102,,no,no,187.8,166.8,21.47,14,3,9.4,2,85,Green Plan,
dg56450,MT,USA,70,Galaxy,no,no,188.5,211.5,22.93,18,1,11.3,6,74,Green Plan,
dg63423,WA,USA,96,,yes,no,134.2,220.4,25.19,19,4,9.2,1,111,Red Plan,
dg71329,VA,USA,63,iPhone,no,yes,168.4,134.2,7.63,11,1,13.3,3,82,Purple Plan,
dg74092,OK,USA,68,Galaxy,no,no,123.4,158.6,36.5,13,2,9.4,4,138,Purple Plan,
dg74338,WA,USA,115,,no,no,133.4,180.4,40.82,15,3,8,6,91,Green Plan,
dg94613,AZ,USA,116,,no,no,235.7,220.6,13.82,19,0,8.9,3,124,Red Plan,
dh10910,MO,USA,51,iPhone,yes,no,210,219.6,22.7,19,1,11.7,4,96,Green Plan,
dh25660,IA,USA,139,,no,no,198.7,150.8,52.46,13,4,7.3,3,94,Red Plan,
dh29181,MD,USA,56,Galaxy,no,no,145.5,354.2,22.02,30,1,10.9,3,118,Purple Plan,
dh67601,VA,USA,119,,no,no,142.2,91.2,42.67,8,3,13.8,3,96,Purple Plan,
di11885,MD,USA,89,iPhone,no,no,143.2,241.3,33.41,21,0,4,7,123,Purple Plan,
di46977,TN,USA,126,,no,no,118,204.5,37.57,17,4,6.8,3,110,Blue Plan,
di56567,LA,USA,99,,no,no,189.4,154.9,28.37,13,0,7.2,5,97,Green Plan,
di83291,IA,USA,96,,no,no,141.1,104.9,21.9,9,1,11.2,2,71,Red Plan,
dj11681,WI,USA,93,,no,no,204.6,149.9,37.16,13,2,9.2,5,130,Blue Plan,
dj17435,NV,USA,116,,no,yes,281.1,244,11.46,21,2,11.4,2,78,Green Plan,
dj35405,SD,USA,81,iPhone,yes,yes,154.9,188.8,38,16,2,9.4,2,74,Blue Plan,
dj53832,RI,USA,73,iPhone,yes,no,306.6,293.9,27.27,25,4,12.6,5,103,Red Plan,
dj61983,UT,USA,68,Galaxy,no,no,229.4,210.4,28.03,18,2,7.8,4,86,Blue Plan,
dj65278,SC,USA,120,,no,no,233.4,255.8,48.96,22,0,13.4,4,90,Red Plan,
dk23582,NV,USA,88,Galaxy,no,yes,320.7,181.1,30.5,15,2,9.5,4,97,Green Plan,
dk25997,MI,USA,129,,no,no,192.8,336,39.05,29,1,9.6,1,104,Red Plan,
dk33473,ID,USA,120,,no,no,160.8,198.6,46.65,17,1,6,3,82,Blue Plan,
dk33476,RI,USA,78,iPhone,no,no,91.6,257.2,29.09,22,1,16.2,3,83,Blue Plan,
dk70421,CT,USA,104,,no,no,312.5,138.9,27.23,12,0,9.7,2,70,Purple Plan,
dk75162,FL,USA,101,,no,no,206.5,137.9,48.98,12,0,0,0,93,Green Plan,
dl18659,MT,USA,87,iPhone,no,yes,205.3,213.2,25.99,18,2,10.8,6,99,Blue Plan,
dm23806,MI,USA,61,Galaxy,yes,no,221.7,207.4,36.87,18,1,17.5,5,120,Red Plan,
dm25328,HI,USA,86,Galaxy,no,no,179.9,268.6,25.65,23,1,14.7,1,129,Green Plan,
dm29357,ME,USA,79,iPhone,no,no,207.4,192.4,40.39,16,0,9.1,9,107,Green Plan,
dm38832,TX,USA,88,iPhone,no,no,170.7,134.7,30.69,11,2,10,3,102,Purple Plan,
dn35726,RI,USA,126,,no,no,232.5,230,30.69,20,0,10.6,3,98,Blue Plan,
dn44760,NV,USA,90,Galaxy,no,no,263.9,196,29.95,17,1,9.2,4,115,Green Plan,
dn58126,IL,USA,94,,no,no,268.6,150,19.52,13,2,9.6,4,104,Green Plan,
dn64692,NE,USA,85,Galaxy,no,no,168.8,242.3,44.17,21,0,5.4,1,117,Red Plan,
dp16124,UT,USA,103,,yes,no,108,195.9,13.29,17,2,10.1,6,149,Red Plan,
dp71921,NV,USA,103,,no,yes,205.7,167.2,20.06,14,2,11.8,2,106,Blue Plan,
dq12489,MI,USA,99,,no,yes,236.7,194.7,28.44,17,2,12,9,99,Green Plan,
dq34314,DE,USA,96,,no,yes,178,206.6,29.89,18,2,11.1,2,84,Purple Plan,
dq59651,IN,USA,124,,no,yes,263.6,140.3,42.3,12,3,10.3,2,77,Purple Plan,
dq94136,ME,USA,98,,no,no,220.6,252.7,32.35,21,2,7.2,9,70,Purple Plan,
dr12065,MI,USA,91,,no,yes,216.5,199.7,35.31,17,1,7.3,1,113,Green Plan,
dr20412,NJ,USA,117,,no,no,81.6,217.1,28.63,18,1,11.8,7,129,Blue Plan,
dr36654,DE,USA,105,,no,no,249.4,160.7,43.55,14,4,7.4,2,102,Purple Plan,
dr64710,MT,USA,73,Galaxy,no,no,102.1,155.5,22.83,13,3,14.7,4,100,Purple Plan,
dr75967,IL,USA,91,iPhone,no,no,111.4,264.7,33.73,23,2,9.2,2,106,Green Plan,
dr81222,NC,USA,118,,no,no,214.7,179.1,44.78,15,0,10.3,2,69,Green Plan,
ds19478,AR,USA,107,,no,no,181.1,187.2,40.61,16,2,11.8,3,88,Blue Plan,
ds21008,MO,USA,104,,no,yes,147.4,136.2,16.05,12,0,4.5,4,101,Green Plan,
ds30988,OR,USA,76,Galaxy,no,no,101.2,242.1,28.48,21,2,11.4,4,92,Purple Plan,
ds37688,WY,USA,105,,no,no,221.6,202.6,46.1,17,3,11.5,3,105,Red Plan,
ds90043,IA,USA,108,,no,yes,127.4,196.7,29.65,17,1,11.8,3,100,Purple Plan,
dt18204,CO,USA,98,,no,no,178.8,226.2,46.05,19,0,8.8,5,110,Green Plan,
dt27750,MS,USA,72,Galaxy,no,yes,208.3,184.5,27.2,16,1,6.1,10,119,Purple Plan,
dt63021,DE,USA,137,,no,no,204.8,241.4,28.7,21,0,15.5,4,107,Red Plan,
du36342,NM,USA,120,,no,no,266.7,200.1,25.52,17,2,11,3,85,Purple Plan,
du37403,GA,USA,63,iPhone,no,no,262.6,176.6,36.21,15,1,9.1,1,71,Red Plan,
du41485,LA,USA,121,,no,no,293.3,31.2,36.04,3,3,12.6,10,115,Purple Plan,
du50441,CO,USA,92,,no,no,231.5,193.9,14.6,16,0,10.1,2,127,Green Plan,
du80549,CT,USA,108,,no,yes,187.2,335,31.74,28,1,16.5,4,86,Green Plan,
du92677,MT,USA,65,iPhone,no,no,148.2,229.7,26.04,20,1,10.7,8,90,Green Plan,
du94053,NJ,USA,124,,no,no,230.1,200.7,32.54,17,1,8.2,3,116,Purple Plan,
dv11250,OR,USA,109,,no,yes,174.4,145.8,16.41,12,1,9.4,2,109,Purple Plan,
dv50512,ME,USA,105,,no,yes,226.2,231.6,32.88,20,2,11.1,11,79,Green Plan,
dv65630,MA,USA,98,,no,no,181.5,95.6,19.79,8,3,10.5,3,74,Purple Plan,
dw33182,VA,USA,78,iPhone,no,no,143.7,215.3,21.81,18,2,14.3,9,120,Green Plan,
dx19348,NV,USA,59,iPhone,no,no,197.5,156,22.93,13,1,10.2,5,152,Purple Plan,
dx20906,NE,USA,97,,no,no,235.5,236.4,46.36,20,0,7.7,2,95,Red Plan,
dx26511,MT,USA,85,Galaxy,no,no,203.7,211.1,46.44,18,2,13.1,7,82,Red Plan,
dx38256,NJ,USA,93,,no,yes,104.5,170.8,42.31,15,1,11.2,8,108,Green Plan,
dx60073,MD,USA,86,iPhone,no,no,240.5,184,37.06,16,3,6.4,8,94,Purple Plan,
dx75956,SC,USA,123,,no,yes,163.9,233.7,36.98,20,4,9,3,84,Purple Plan,
dx88272,NH,USA,88,iPhone,no,no,204.7,168.3,20.26,14,4,12.2,6,110,Red Plan,
dy39898,WI,USA,118,,yes,yes,210.8,219.6,41.63,19,4,9.7,6,105,Purple Plan,
dy45637,WV,USA,113,,no,no,279.6,226.7,14.6,19,0,15.6,16,91,Green Plan,
dy71712,MO,USA,117,,no,yes,177.6,157.5,19.33,13,2,10,3,82,Green Plan,
dz10185,OR,USA,93,,no,no,122,166.6,36.3,14,3,14.1,3,114,Red Plan,
dz47336,AK,USA,101,,no,no,142.4,102.8,41.23,9,2,9.3,2,114,Red Plan,
dz65612,OH,USA,108,,no,no,154.7,136.8,33.37,12,2,7.7,3,96,Purple Plan,
dz79450,TN,USA,57,Galaxy,no,no,197.2,281.1,29.58,24,0,9.7,2,118,Green Plan,
dz85896,VA,USA,96,,no,no,222.4,175.2,44.08,15,3,12,5,97,Blue Plan,
dz93593,MN,USA,146,,no,yes,249.9,220.5,24.77,19,3,13.1,5,136,Green Plan,
ea36614,NJ,USA,95,,no,yes,248.3,232.6,31.13,20,0,8.4,2,110,Purple Plan,
ea43117,MI,USA,99,,no,no,198.5,197.6,26.1,17,2,6.3,2,102,Purple Plan,
ea44931,MA,USA,99,,no,no,311.8,160.1,31.13,14,1,7,3,107,Purple Plan,
ea60850,UT,USA,71,Galaxy,no,no,147.7,240.1,18.09,20,6,5.3,4,83,Red Plan,
ea61093,SC,USA,89,iPhone,no,yes,249.7,256.8,38.28,22,4,11.5,1,117,Purple Plan,
eb18046,MI,USA,94,,no,no,219,247.8,22.66,21,5,11.3,5,126,Red Plan,
eb19655,OK,USA,125,,no,no,213.7,182.9,34.58,16,1,13.8,2,88,Green Plan,
eb55161,KS,USA,119,,no,no,168.2,249.4,27.73,21,1,9,10,51,Purple Plan,
ec46823,KS,USA,117,,no,no,279.5,160.9,4.59,14,3,10.7,3,97,Purple Plan,
ec69871,WY,USA,79,iPhone,no,yes,232.4,177.8,21.28,15,1,12.9,3,105,Purple Plan,
ec80136,OH,USA,67,Galaxy,no,no,150.2,273.8,35.6,23,0,12.8,1,89,Purple Plan,
ec91984,OK,USA,127,,no,yes,173.2,249,33.78,21,1,12.5,5,105,Red Plan,
ed56566,AL,USA,138,,no,no,150.4,221.3,27.25,19,0,11.2,2,92,Purple Plan,
ed58702,OH,USA,105,,no,no,253.9,224.9,34.46,19,0,12.1,7,90,Purple Plan,
ed96253,UT,USA,89,Galaxy,no,no,268.1,163,34.44,14,0,8.3,3,96,Purple Plan,
ee63700,KY,USA,90,iPhone,no,yes,126.3,206.4,18.46,18,0,13.4,4,154,Green Plan,
ee76697,AR,USA,119,,no,no,257,171.2,25.99,15,2,12,5,107,Purple Plan,
ee87963,MT,USA,122,,no,yes,193.8,212.7,31.08,18,1,11,2,119,Red Plan,
ee99922,AL,USA,102,,no,yes,200.4,219.6,44.95,19,2,11.3,3,123,Green Plan,
ef17226,WA,USA,98,,no,no,109.6,210.5,35.34,18,2,7.7,2,96,Blue Plan,
ef21982,MD,USA,80,Galaxy,no,no,153.4,90.2,43.3,8,0,10.6,8,79,Green Plan,
ef31127,FL,USA,85,Galaxy,no,no,159.8,177.6,15.74,15,3,14.4,4,92,Purple Plan,
ef43579,ME,USA,76,iPhone,no,no,154.4,214.4,37.94,18,3,10.1,2,131,Purple Plan,
ef68083,WY,USA,117,,yes,yes,152.8,159.5,16.3,14,1,10.4,3,131,Blue Plan,
ef72863,MO,USA,129,,no,no,154.5,187.8,41.96,16,1,12.6,5,121,Purple Plan,
eg26898,WV,USA,95,,no,yes,203.6,207.9,24.07,18,0,10.2,11,130,Purple Plan,
eg38414,VT,USA,94,,yes,yes,174.9,289.4,52.21,25,0,8,3,78,Green Plan,
eg63399,ME,USA,122,,yes,yes,158.7,209.2,26.61,18,4,11.1,3,125,Purple Plan,
eg90750,MD,USA,79,Galaxy,no,no,167.8,179.5,27.1,15,6,9.7,2,88,Purple Plan,
eh22622,KS,USA,112,,no,no,100.3,167.2,33.12,14,1,10.8,6,85,Purple Plan,
eh25613,AL,USA,93,,no,no,180.5,287.4,30.18,24,2,11.9,3,75,Purple Plan,
eh27286,KY,USA,113,,no,no,188,193.2,28.99,16,0,11.2,6,129,Purple Plan,
eh30143,MN,USA,91,iPhone,no,no,195.2,190.4,25.01,16,0,12.2,3,107,Green Plan,
eh61442,MD,USA,90,Galaxy,no,yes,253.6,140.4,18.34,12,0,10.5,2,94,Purple Plan,
eh62763,NH,USA,87,Galaxy,no,yes,266.6,184,20.69,16,1,12.7,3,76,Green Plan,
eh68204,MN,USA,114,,no,no,217.8,197.5,36.74,17,1,9.8,3,107,Purple Plan,
eh85742,MS,USA,104,,yes,no,153.8,183.8,46.5,16,2,11,9,68,Blue Plan,
eh96936,OH,USA,125,,no,no,187.9,247.1,27.12,21,2,7.2,4,90,Purple Plan,
ei12789,WI,USA,91,,no,yes,194.3,119.3,42.26,10,1,12,1,115,Purple Plan,
ei29963,IN,USA,101,,no,no,237.4,170.7,34.19,15,3,11.6,3,86,Blue Plan,
ei37156,LA,USA,105,,no,no,255.2,243,25.25,21,1,6.8,2,106,Red Plan,
ei70904,MD,USA,96,,no,no,98.2,157.6,28.82,13,0,10.6,7,94,Purple Plan,
ej11821,MI,USA,110,,no,yes,261.6,230.9,26.38,20,0,4.5,4,133,Blue Plan,
ej15890,CO,USA,89,Galaxy,no,no,219.8,166.4,32.33,14,6,15,4,108,Purple Plan,
ej43914,IN,USA,112,,no,no,262.9,180.4,41.65,15,1,9.7,6,91,Purple Plan,
ej66302,IN,USA,114,,yes,yes,228.4,203.4,49.05,17,1,13,5,74,Blue Plan,
ej75742,NM,USA,127,,no,no,206.1,208,31.5,18,1,15.1,3,73,Green Plan,
ej96202,NV,USA,68,Galaxy,no,no,181.2,250.5,33.61,21,3,10.5,3,53,Blue Plan,
ej96495,VT,USA,82,Galaxy,no,no,180,119,25.79,10,0,10.5,6,105,Purple Plan,
ek18972,WY,USA,83,Galaxy,no,no,171.7,280.8,29.7,24,5,10.5,8,122,Purple Plan,
ek19425,UT,USA,110,,no,no,191.3,115.5,32.27,10,0,12.2,4,83,Purple Plan,
ek22255,CT,USA,100,,no,no,195,232.5,50.01,20,0,9,1,53,Red Plan,
ek68197,NV,USA,80,Galaxy,no,no,189,186.2,16.52,16,2,10.4,6,90,Green Plan,
